,value
419,9.480000000000011
420,9.470000000000011
421,9.460000000000012
422,9.450000000000012
423,9.460000000000012
424,9.470000000000011
425,9.460000000000012
426,9.450000000000012
427,9.440000000000012
428,9.430000000000012
429,9.420000000000012
430,9.410000000000013
431,9.420000000000012
432,9.410000000000013
433,9.420000000000012
434,9.430000000000012
435,9.420000000000012
436,9.410000000000013
437,9.400000000000013
438,9.410000000000013
439,9.420000000000012
440,9.430000000000012
441,9.420000000000012
442,9.410000000000013
443,9.420000000000012
444,9.410000000000013
445,9.420000000000012
446,9.410000000000013
447,9.400000000000013
448,9.410000000000013
449,9.420000000000012
450,9.410000000000013
451,9.400000000000013
452,9.390000000000013
453,9.400000000000013
454,9.410000000000013
455,9.400000000000013
456,9.410000000000013
457,9.400000000000013
458,9.410000000000013
459,9.400000000000013
460,9.410000000000013
461,9.400000000000013
462,9.390000000000013
463,9.380000000000013
464,9.390000000000013
465,9.400000000000013
466,9.410000000000013
467,9.400000000000013
468,9.410000000000013
469,9.420000000000012
470,9.410000000000013
471,9.400000000000013
472,9.410000000000013
473,9.420000000000012
474,9.430000000000012
475,9.440000000000012
476,9.450000000000012
477,9.440000000000012
478,9.450000000000012
479,9.460000000000012
480,9.470000000000011
481,9.460000000000012
482,9.470000000000011
483,9.480000000000011
484,9.470000000000011
485,9.460000000000012
486,9.470000000000011
487,9.480000000000011
488,9.49000000000001
489,9.50000000000001
490,9.49000000000001
491,9.50000000000001
492,9.49000000000001
493,9.480000000000011
494,9.470000000000011
495,9.480000000000011
496,9.49000000000001
497,9.480000000000011
498,9.470000000000011
499,9.480000000000011
500,9.470000000000011
501,9.480000000000011
502,9.470000000000011
503,9.480000000000011
504,9.49000000000001
505,9.50000000000001
506,9.51000000000001
507,9.52000000000001
508,9.53000000000001
509,9.52000000000001
510,9.53000000000001
511,9.54000000000001
512,9.53000000000001
513,9.54000000000001
514,9.53000000000001
515,9.54000000000001
516,9.53000000000001
517,9.52000000000001
518,9.51000000000001
519,9.52000000000001
520,9.51000000000001
521,9.52000000000001
522,9.51000000000001
523,9.52000000000001
524,9.53000000000001
525,9.54000000000001
526,9.55000000000001
527,9.54000000000001
528,9.55000000000001
529,9.54000000000001
530,9.55000000000001
531,9.54000000000001
532,9.53000000000001
533,9.54000000000001
534,9.53000000000001
535,9.52000000000001
536,9.51000000000001
537,9.52000000000001
538,9.53000000000001
539,9.52000000000001
540,9.53000000000001
541,9.54000000000001
542,9.55000000000001
543,9.56000000000001
544,9.55000000000001
545,9.54000000000001
546,9.53000000000001
547,9.54000000000001
548,9.53000000000001
549,9.54000000000001
550,9.55000000000001
551,9.54000000000001
552,9.55000000000001
553,9.54000000000001
554,9.53000000000001
555,9.52000000000001
556,9.53000000000001
557,9.52000000000001
558,9.53000000000001
559,9.52000000000001
560,9.51000000000001
561,9.52000000000001
562,9.53000000000001
563,9.54000000000001
564,9.53000000000001
565,9.54000000000001
566,9.55000000000001
567,9.54000000000001
568,9.53000000000001
569,9.52000000000001
570,9.53000000000001
571,9.54000000000001
572,9.53000000000001
573,9.54000000000001
574,9.53000000000001
575,9.52000000000001
576,9.51000000000001
577,9.50000000000001
578,9.49000000000001
579,9.50000000000001
580,9.51000000000001
581,9.52000000000001
582,9.53000000000001
583,9.52000000000001
584,9.53000000000001
585,9.54000000000001
586,9.53000000000001
587,9.54000000000001
588,9.55000000000001
589,9.56000000000001
590,9.57000000000001
591,9.580000000000009
592,9.57000000000001
593,9.56000000000001
594,9.57000000000001
595,9.56000000000001
596,9.55000000000001
597,9.54000000000001
598,9.55000000000001
599,9.54000000000001
600,9.53000000000001
601,9.54000000000001
602,9.53000000000001
603,9.52000000000001
604,9.53000000000001
605,9.54000000000001
606,9.55000000000001
607,9.54000000000001
608,9.53000000000001
609,9.54000000000001
610,9.55000000000001
611,9.56000000000001
612,9.57000000000001
613,9.580000000000009
614,9.590000000000009
615,9.600000000000009
616,9.590000000000009
617,9.600000000000009
618,9.610000000000008
619,9.620000000000008
620,9.610000000000008
621,9.620000000000008
622,9.610000000000008
623,9.620000000000008
624,9.610000000000008
625,9.600000000000009
626,9.610000000000008
627,9.620000000000008
628,9.610000000000008
629,9.620000000000008
630,9.630000000000008
631,9.620000000000008
632,9.630000000000008
633,9.620000000000008
634,9.610000000000008
635,9.620000000000008
636,9.630000000000008
637,9.620000000000008
638,9.630000000000008
639,9.640000000000008
640,9.650000000000007
641,9.640000000000008
642,9.630000000000008
643,9.640000000000008
644,9.650000000000007
645,9.640000000000008
646,9.630000000000008
647,9.640000000000008
648,9.650000000000007
649,9.660000000000007
650,9.670000000000007
651,9.660000000000007
652,9.670000000000007
653,9.660000000000007
654,9.670000000000007
655,9.680000000000007
656,9.690000000000007
657,9.700000000000006
658,9.710000000000006
659,9.720000000000006
660,9.730000000000006
661,9.720000000000006
662,9.710000000000006
663,9.700000000000006
664,9.690000000000007
665,9.680000000000007
666,9.690000000000007
667,9.680000000000007
668,9.670000000000007
669,9.660000000000007
670,9.670000000000007
671,9.680000000000007
672,9.670000000000007
673,9.680000000000007
674,9.690000000000007
675,9.680000000000007
676,9.690000000000007
677,9.680000000000007
678,9.670000000000007
679,9.660000000000007
680,9.670000000000007
681,9.680000000000007
682,9.690000000000007
683,9.700000000000006
684,9.710000000000006
685,9.700000000000006
686,9.690000000000007
687,9.700000000000006
688,9.710000000000006
689,9.720000000000006
690,9.730000000000006
691,9.720000000000006
692,9.710000000000006
693,9.700000000000006
694,9.710000000000006
695,9.700000000000006
696,9.710000000000006
697,9.700000000000006
698,9.690000000000007
699,9.700000000000006
700,9.690000000000007
701,9.700000000000006
702,9.690000000000007
703,9.680000000000007
704,9.670000000000007
705,9.660000000000007
706,9.670000000000007
707,9.660000000000007
708,9.670000000000007
709,9.680000000000007
710,9.670000000000007
711,9.660000000000007
712,9.670000000000007
713,9.660000000000007
714,9.650000000000007
715,9.660000000000007
716,9.650000000000007
717,9.660000000000007
718,9.670000000000007
719,9.680000000000007
720,9.670000000000007
721,9.660000000000007
722,9.670000000000007
723,9.680000000000007
724,9.690000000000007
725,9.700000000000006
726,9.690000000000007
727,9.700000000000006
728,9.690000000000007
729,9.700000000000006
730,9.690000000000007
731,9.680000000000007
732,9.690000000000007
733,9.680000000000007
734,9.670000000000007
735,9.660000000000007
736,9.670000000000007
737,9.660000000000007
738,9.650000000000007
739,9.640000000000008
740,9.650000000000007
741,9.660000000000007
742,9.650000000000007
743,9.660000000000007
744,9.670000000000007
745,9.680000000000007
746,9.690000000000007
747,9.680000000000007
748,9.690000000000007
749,9.700000000000006
750,9.710000000000006
751,9.700000000000006
752,9.690000000000007
753,9.700000000000006
754,9.710000000000006
755,9.720000000000006
756,9.710000000000006
757,9.700000000000006
758,9.690000000000007
759,9.700000000000006
760,9.710000000000006
761,9.700000000000006
762,9.710000000000006
763,9.720000000000006
764,9.730000000000006
765,9.720000000000006
766,9.710000000000006
767,9.700000000000006
768,9.690000000000007
769,9.700000000000006
770,9.690000000000007
771,9.680000000000007
772,9.690000000000007
773,9.700000000000006
774,9.710000000000006
775,9.700000000000006
776,9.690000000000007
777,9.680000000000007
778,9.690000000000007
779,9.700000000000006
780,9.690000000000007
781,9.700000000000006
782,9.710000000000006
783,9.700000000000006
784,9.710000000000006
785,9.700000000000006
786,9.690000000000007
787,9.680000000000007
788,9.670000000000007
789,9.680000000000007
790,9.670000000000007
791,9.660000000000007
792,9.650000000000007
793,9.660000000000007
794,9.670000000000007
795,9.660000000000007
796,9.670000000000007
797,9.660000000000007
798,9.650000000000007
799,9.660000000000007
800,9.670000000000007
801,9.660000000000007
802,9.650000000000007
803,9.640000000000008
804,9.630000000000008
805,9.620000000000008
806,9.610000000000008
807,9.600000000000009
808,9.590000000000009
809,9.600000000000009
810,9.610000000000008
811,9.620000000000008
812,9.630000000000008
813,9.620000000000008
814,9.630000000000008
815,9.640000000000008
816,9.650000000000007
817,9.660000000000007
818,9.650000000000007
819,9.660000000000007
820,9.650000000000007
821,9.640000000000008
822,9.650000000000007
823,9.660000000000007
824,9.650000000000007
825,9.640000000000008
826,9.650000000000007
827,9.660000000000007
828,9.650000000000007
829,9.640000000000008
830,9.650000000000007
831,9.640000000000008
832,9.650000000000007
833,9.660000000000007
834,9.670000000000007
835,9.660000000000007
836,9.670000000000007
837,9.680000000000007
838,9.670000000000007
839,9.660000000000007
840,9.670000000000007
841,9.680000000000007
842,9.690000000000007
843,9.700000000000006
844,9.690000000000007
845,9.680000000000007
846,9.670000000000007
847,9.680000000000007
848,9.690000000000007
849,9.680000000000007
850,9.690000000000007
851,9.680000000000007
852,9.670000000000007
853,9.680000000000007
854,9.690000000000007
855,9.700000000000006
856,9.690000000000007
857,9.680000000000007
858,9.670000000000007
859,9.660000000000007
860,9.650000000000007
861,9.660000000000007
862,9.650000000000007
863,9.640000000000008
864,9.650000000000007
865,9.640000000000008
866,9.630000000000008
867,9.620000000000008
868,9.630000000000008
869,9.640000000000008
870,9.650000000000007
871,9.640000000000008
872,9.630000000000008
873,9.620000000000008
874,9.630000000000008
875,9.620000000000008
876,9.610000000000008
877,9.620000000000008
878,9.630000000000008
879,9.640000000000008
880,9.630000000000008
881,9.640000000000008
882,9.650000000000007
883,9.660000000000007
884,9.670000000000007
885,9.660000000000007
886,9.670000000000007
887,9.660000000000007
888,9.670000000000007
889,9.660000000000007
890,9.650000000000007
891,9.660000000000007
892,9.670000000000007
893,9.680000000000007
894,9.690000000000007
895,9.700000000000006
896,9.690000000000007
897,9.680000000000007
898,9.690000000000007
899,9.680000000000007
900,9.690000000000007
901,9.680000000000007
902,9.670000000000007
903,9.680000000000007
904,9.670000000000007
905,9.680000000000007
906,9.670000000000007
907,9.680000000000007
908,9.670000000000007
909,9.660000000000007
910,9.670000000000007
911,9.680000000000007
912,9.670000000000007
913,9.660000000000007
914,9.670000000000007
915,9.680000000000007
916,9.690000000000007
917,9.700000000000006
918,9.710000000000006
919,9.720000000000006
920,9.730000000000006
921,9.720000000000006
922,9.730000000000006
923,9.740000000000006
924,9.750000000000005
925,9.760000000000005
926,9.750000000000005
927,9.760000000000005
928,9.770000000000005
929,9.780000000000005
930,9.770000000000005
931,9.780000000000005
932,9.770000000000005
933,9.760000000000005
934,9.750000000000005
935,9.760000000000005
936,9.750000000000005
937,9.760000000000005
938,9.770000000000005
939,9.780000000000005
940,9.790000000000004
941,9.780000000000005
942,9.770000000000005
943,9.780000000000005
944,9.790000000000004
945,9.800000000000004
946,9.810000000000004
947,9.820000000000004
948,9.830000000000004
949,9.840000000000003
950,9.850000000000003
951,9.860000000000003
952,9.850000000000003
953,9.860000000000003
954,9.850000000000003
955,9.860000000000003
956,9.850000000000003
957,9.860000000000003
958,9.870000000000003
959,9.860000000000003
960,9.850000000000003
961,9.840000000000003
962,9.850000000000003
963,9.860000000000003
964,9.850000000000003
965,9.840000000000003
966,9.830000000000004
967,9.820000000000004
968,9.830000000000004
969,9.840000000000003
970,9.830000000000004
971,9.840000000000003
972,9.850000000000003
973,9.860000000000003
974,9.850000000000003
975,9.860000000000003
976,9.870000000000003
977,9.880000000000003
978,9.870000000000003
979,9.860000000000003
980,9.850000000000003
981,9.840000000000003
982,9.830000000000004
983,9.840000000000003
984,9.830000000000004
985,9.840000000000003
986,9.850000000000003
987,9.860000000000003
988,9.870000000000003
989,9.860000000000003
990,9.850000000000003
991,9.840000000000003
992,9.830000000000004
993,9.820000000000004
994,9.810000000000004
995,9.820000000000004
996,9.830000000000004
997,9.820000000000004
998,9.810000000000004
999,9.800000000000004
1000,9.790000000000004
1001,9.780000000000005
1002,9.770000000000005
1003,9.780000000000005
1004,9.790000000000004
1005,9.800000000000004
1006,9.810000000000004
1007,9.820000000000004
1008,9.810000000000004
1009,9.800000000000004
1010,9.790000000000004
1011,9.780000000000005
1012,9.770000000000005
1013,9.780000000000005
1014,9.770000000000005
1015,9.760000000000005
1016,9.750000000000005
1017,9.760000000000005
1018,9.750000000000005
1019,9.760000000000005
1020,9.770000000000005
1021,9.760000000000005
1022,9.750000000000005
1023,9.760000000000005
1024,9.750000000000005
1025,9.760000000000005
1026,9.750000000000005
1027,9.760000000000005
1028,9.750000000000005
1029,9.740000000000006
1030,9.730000000000006
1031,9.740000000000006
1032,9.730000000000006
1033,9.720000000000006
1034,9.730000000000006
1035,9.740000000000006
1036,9.730000000000006
1037,9.740000000000006
1038,9.750000000000005
1039,9.740000000000006
1040,9.730000000000006
1041,9.740000000000006
1042,9.730000000000006
1043,9.720000000000006
1044,9.730000000000006
1045,9.720000000000006
1046,9.710000000000006
1047,9.720000000000006
1048,9.710000000000006
1049,9.700000000000006
1050,9.690000000000007
1051,9.680000000000007
1052,9.690000000000007
1053,9.680000000000007
1054,9.670000000000007
1055,9.680000000000007
1056,9.670000000000007
1057,9.680000000000007
1058,9.690000000000007
1059,9.680000000000007
1060,9.670000000000007
1061,9.660000000000007
1062,9.670000000000007
1063,9.660000000000007
1064,9.670000000000007
1065,9.680000000000007
1066,9.690000000000007
1067,9.680000000000007
1068,9.670000000000007
1069,9.660000000000007
1070,9.670000000000007
1071,9.680000000000007
1072,9.670000000000007
1073,9.680000000000007
1074,9.670000000000007
1075,9.660000000000007
1076,9.670000000000007
1077,9.660000000000007
1078,9.650000000000007
1079,9.660000000000007
1080,9.670000000000007
1081,9.680000000000007
1082,9.690000000000007
1083,9.700000000000006
1084,9.710000000000006
1085,9.700000000000006
1086,9.690000000000007
1087,9.680000000000007
1088,9.670000000000007
1089,9.680000000000007
1090,9.670000000000007
1091,9.660000000000007
1092,9.650000000000007
1093,9.660000000000007
1094,9.650000000000007
1095,9.660000000000007
1096,9.670000000000007
1097,9.680000000000007
1098,9.670000000000007
1099,9.680000000000007
1100,9.670000000000007
1101,9.680000000000007
1102,9.670000000000007
1103,9.680000000000007
1104,9.690000000000007
1105,9.700000000000006
1106,9.710000000000006
1107,9.720000000000006
1108,9.710000000000006
1109,9.720000000000006
1110,9.710000000000006
1111,9.700000000000006
1112,9.710000000000006
1113,9.720000000000006
1114,9.730000000000006
1115,9.720000000000006
1116,9.710000000000006
1117,9.720000000000006
1118,9.730000000000006
1119,9.720000000000006
1120,9.710000000000006
1121,9.700000000000006
1122,9.690000000000007
1123,9.680000000000007
1124,9.670000000000007
1125,9.660000000000007
1126,9.650000000000007
1127,9.640000000000008
1128,9.650000000000007
1129,9.660000000000007
1130,9.670000000000007
1131,9.680000000000007
1132,9.670000000000007
1133,9.680000000000007
1134,9.690000000000007
1135,9.700000000000006
1136,9.690000000000007
1137,9.680000000000007
1138,9.670000000000007
1139,9.680000000000007
1140,9.690000000000007
1141,9.680000000000007
1142,9.690000000000007
1143,9.680000000000007
1144,9.690000000000007
1145,9.700000000000006
1146,9.710000000000006
1147,9.700000000000006
1148,9.710000000000006
1149,9.700000000000006
1150,9.690000000000007
1151,9.680000000000007
1152,9.690000000000007
1153,9.700000000000006
1154,9.690000000000007
1155,9.680000000000007
1156,9.690000000000007
1157,9.680000000000007
1158,9.670000000000007
1159,9.680000000000007
1160,9.670000000000007
1161,9.680000000000007
1162,9.670000000000007
1163,9.660000000000007
1164,9.670000000000007
1165,9.660000000000007
1166,9.670000000000007
1167,9.660000000000007
1168,9.650000000000007
1169,9.640000000000008
1170,9.650000000000007
1171,9.640000000000008
1172,9.650000000000007
1173,9.640000000000008
1174,9.650000000000007
1175,9.640000000000008
1176,9.650000000000007
1177,9.660000000000007
1178,9.670000000000007
1179,9.680000000000007
1180,9.670000000000007
1181,9.660000000000007
1182,9.670000000000007
1183,9.680000000000007
1184,9.670000000000007
1185,9.680000000000007
1186,9.670000000000007
1187,9.680000000000007
1188,9.670000000000007
1189,9.660000000000007
1190,9.650000000000007
1191,9.640000000000008
1192,9.650000000000007
1193,9.640000000000008
1194,9.630000000000008
1195,9.620000000000008
1196,9.610000000000008
1197,9.600000000000009
1198,9.590000000000009
1199,9.580000000000009
1200,9.57000000000001
1201,9.580000000000009
1202,9.57000000000001
1203,9.580000000000009
1204,9.590000000000009
1205,9.600000000000009
1206,9.610000000000008
1207,9.600000000000009
1208,9.610000000000008
1209,9.600000000000009
1210,9.610000000000008
1211,9.620000000000008
1212,9.610000000000008
1213,9.620000000000008
1214,9.610000000000008
1215,9.620000000000008
1216,9.610000000000008
1217,9.620000000000008
1218,9.610000000000008
1219,9.620000000000008
1220,9.610000000000008
1221,9.600000000000009
1222,9.610000000000008
1223,9.600000000000009
1224,9.590000000000009
1225,9.580000000000009
1226,9.590000000000009
1227,9.600000000000009
1228,9.590000000000009
1229,9.580000000000009
1230,9.57000000000001
1231,9.56000000000001
1232,9.55000000000001
1233,9.54000000000001
1234,9.53000000000001
1235,9.54000000000001
1236,9.55000000000001
1237,9.56000000000001
1238,9.57000000000001
1239,9.56000000000001
1240,9.57000000000001
1241,9.56000000000001
1242,9.55000000000001
1243,9.56000000000001
1244,9.55000000000001
1245,9.56000000000001
1246,9.57000000000001
1247,9.580000000000009
1248,9.57000000000001
1249,9.580000000000009
1250,9.57000000000001
1251,9.56000000000001
1252,9.55000000000001
1253,9.56000000000001
1254,9.55000000000001
1255,9.54000000000001
1256,9.53000000000001
1257,9.54000000000001
1258,9.53000000000001
1259,9.54000000000001
1260,9.55000000000001
1261,9.54000000000001
1262,9.55000000000001
1263,9.56000000000001
1264,9.55000000000001
1265,9.56000000000001
1266,9.55000000000001
1267,9.56000000000001
1268,9.57000000000001
1269,9.56000000000001
1270,9.55000000000001
1271,9.56000000000001
1272,9.57000000000001
1273,9.580000000000009
1274,9.57000000000001
1275,9.56000000000001
1276,9.55000000000001
1277,9.54000000000001
1278,9.53000000000001
1279,9.52000000000001
1280,9.51000000000001
1281,9.52000000000001
1282,9.53000000000001
1283,9.52000000000001
1284,9.53000000000001
1285,9.52000000000001
1286,9.53000000000001
1287,9.52000000000001
1288,9.53000000000001
1289,9.54000000000001
1290,9.53000000000001
1291,9.52000000000001
1292,9.51000000000001
1293,9.50000000000001
1294,9.51000000000001
1295,9.50000000000001
1296,9.49000000000001
1297,9.50000000000001
1298,9.49000000000001
1299,9.480000000000011
1300,9.49000000000001
1301,9.480000000000011
1302,9.49000000000001
1303,9.50000000000001
1304,9.51000000000001
1305,9.52000000000001
1306,9.53000000000001
1307,9.52000000000001
1308,9.53000000000001
1309,9.52000000000001
1310,9.53000000000001
1311,9.52000000000001
1312,9.51000000000001
1313,9.50000000000001
1314,9.51000000000001
1315,9.52000000000001
1316,9.51000000000001
1317,9.52000000000001
1318,9.53000000000001
1319,9.52000000000001
1320,9.51000000000001
1321,9.52000000000001
1322,9.53000000000001
1323,9.52000000000001
1324,9.51000000000001
1325,9.52000000000001
1326,9.51000000000001
1327,9.50000000000001
1328,9.51000000000001
1329,9.50000000000001
1330,9.51000000000001
1331,9.52000000000001
1332,9.51000000000001
1333,9.52000000000001
1334,9.53000000000001
1335,9.52000000000001
1336,9.51000000000001
1337,9.50000000000001
1338,9.51000000000001
1339,9.52000000000001
1340,9.51000000000001
1341,9.52000000000001
1342,9.51000000000001
1343,9.52000000000001
1344,9.53000000000001
1345,9.52000000000001
1346,9.51000000000001
1347,9.50000000000001
1348,9.49000000000001
1349,9.50000000000001
1350,9.51000000000001
1351,9.52000000000001
1352,9.51000000000001
1353,9.52000000000001
1354,9.51000000000001
1355,9.52000000000001
1356,9.53000000000001
1357,9.52000000000001
1358,9.53000000000001
1359,9.54000000000001
1360,9.53000000000001
1361,9.54000000000001
1362,9.53000000000001
1363,9.54000000000001
1364,9.55000000000001
1365,9.56000000000001
1366,9.55000000000001
1367,9.56000000000001
